Transaction_ID,Date,Customer_Name,Region,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Unit_Cost,Cost,Profit,Profit_Margin
100582,2026-05-05,Heidi Wright,East,Office Supplies,Paper Shredder,7,89.99,629.93,40.5,283.5,346.43,0.5499
101181,2026-04-10,Christine Kelly,West,Electronics,Smart Watch,13,249.99,3249.87,179.99,2339.87,910.0,0.28
100745,2026-05-01,Katherine Brown,North,Electronics,Smart Watch,7,249.99,1749.93,179.99,1259.93,490.0,0.28
101361,2025-12-01,Brenda Hoffman,North,Office Supplies,Gel Pens (Pack of 10),14,12.5,175.0,5.62,78.68,96.32,0.5504
100669,2025-12-03,Courtney Callahan,South,Office Supplies,Notebook,12,4.99,59.88,2.25,27.0,32.88,0.5491
100485,2026-04-13,Juan Santiago,East,Electronics,Wireless Headphones,6,149.99,899.94,107.99,647.94,252.0,0.28
101510,2026-03-10,Joshua Ballard DDS,North,Office Supplies,Paper Shredder,12,89.99,1079.88,40.5,486.0,593.88,0.5499
100985,2025-12-17,Robert Callahan,North,Furniture,Office Chair,5,189.99,949.95,113.99,569.95,380.0,0.4
100982,2025-06-26,Robert Malone,North,Furniture,Sofa,7,799.99,5599.93,479.99,3359.93,2240.0,0.4
101131,2025-10-26,David Larson,South,Office Supplies,Gel Pens (Pack of 10),6,12.5,75.0,5.62,33.72,41.28,0.5504
101228,2025-06-16,Isaac Pierce,North,Electronics,Wireless Headphones,3,149.99,449.97,107.99,323.97,126.0,0.28
100289,2025-07-28,Lindsay Parks,South,Electronics,Smart Phone,14,699.99,9799.86,503.99,7055.86,2744.0,0.28
100588,2026-03-26,Andrea Hanna,South,Electronics,Wireless Headphones,8,149.99,1199.92,107.99,863.92,336.0,0.28
100439,2026-04-12,Thomas Smith,West,Office Supplies,File Organizer,4,24.99,99.96,11.25,45.0,54.96,0.5498
100275,2025-11-05,James Rodriguez,North,Furniture,Ergonomic Desk,6,299.99,1799.94,179.99,1079.94,720.0,0.4
100124,2025-12-06,Stephanie Davis,East,Office Supplies,Paper Shredder,13,89.99,1169.87,40.5,526.5,643.37,0.5499
101290,2025-08-03,John Zamora,West,Electronics,Wireless Headphones,15,149.99,2249.85,107.99,1619.85,630.0,0.28
100411,2026-04-29,Kim Adams,West,Office Supplies,Gel Pens (Pack of 10),12,12.5,150.0,5.62,67.44,82.56,0.5504
100846,2026-05-03,Elizabeth Fowler,South,Electronics,Smart Phone,5,699.99,3499.95,503.99,2519.95,980.0,0.28
101427,2025-10-11,Megan Hardy,South,Furniture,Ergonomic Desk,1,299.99,299.99,179.99,179.99,120.0,0.4
100259,2025-06-18,Teresa Smith,South,Office Supplies,Gel Pens (Pack of 10),2,12.5,25.0,5.62,11.24,13.76,0.5504
100544,2025-09-23,Richard Rivera,East,Electronics,Smart Phone,15,699.99,10499.85,503.99,7559.85,2940.0,0.28
100415,2026-03-13,Debra Adams,East,Electronics,Smart Phone,3,699.99,2099.97,503.99,1511.97,588.0,0.28
101423,2025-09-28,Laura Coleman,South,Electronics,Smart Phone,2,699.99,1399.98,503.99,1007.98,392.0,0.28
100730,2025-06-05,Molly Christensen,North,Office Supplies,File Organizer,9,24.99,224.91,11.25,101.25,123.66,0.5498
100270,2025-11-02,Jose Bruce,East,Office Supplies,File Organizer,10,24.99,249.9,11.25,112.5,137.4,0.5498
100482,2026-05-09,Caitlyn Maldonado,South,Furniture,Dining Table,12,450.0,5400.0,270.0,3240.0,2160.0,0.4
100855,2025-06-05,Kevin Flores,East,Furniture,Office Chair,6,189.99,1139.94,113.99,683.94,456.0,0.4
100694,2025-07-16,Brandy Myers,South,Furniture,Sofa,5,799.99,3999.95,479.99,2399.95,1600.0,0.4
100722,2026-05-25,Jill Herring,East,Office Supplies,Gel Pens (Pack of 10),4,12.5,50.0,5.62,22.48,27.52,0.5504
100297,2025-12-27,Scott Ellis,South,Electronics,Wireless Headphones,10,149.99,1499.9,107.99,1079.9,420.0,0.28
100984,2026-01-02,Michael Lewis,South,Furniture,Office Chair,6,189.99,1139.94,113.99,683.94,456.0,0.4
100109,2025-10-24,Justin Santiago,West,Furniture,Dining Table,6,450.0,2700.0,270.0,1620.0,1080.0,0.4
101117,2026-01-24,John Mason,West,Furniture,Sofa,13,799.99,10399.87,479.99,6239.87,4160.0,0.4
101460,2025-07-10,Dr. Andrea Perry,West,Electronics,Wireless Headphones,14,149.99,2099.86,107.99,1511.86,588.0,0.28
100944,2025-06-02,Patrick Park,West,Office Supplies,Paper Shredder,13,89.99,1169.87,40.5,526.5,643.37,0.5499
100237,2025-11-01,Emma Jones,North,Furniture,Dining Table,1,450.0,450.0,270.0,270.0,180.0,0.4
100051,2025-10-02,Jacob Bowers,South,Office Supplies,File Organizer,11,24.99,274.89,11.25,123.75,151.14,0.5498
100786,2025-06-16,Michael Mckinney,North,Furniture,Dining Table,4,450.0,1800.0,270.0,1080.0,720.0,0.4
100772,2025-12-04,Kathryn Edwards,West,Electronics,Wireless Headphones,15,149.99,2249.85,107.99,1619.85,630.0,0.28
100332,2026-01-28,Diane Strickland,East,Furniture,Dining Table,4,450.0,1800.0,270.0,1080.0,720.0,0.4
101125,2026-02-01,Joshua Farrell,South,Electronics,Smart Phone,3,699.99,2099.97,503.99,1511.97,588.0,0.28
101472,2025-07-03,Unknown Customer,South,Electronics,Wireless Headphones,6,149.99,899.94,107.99,647.94,252.0,0.28
100123,2025-11-30,Mark Munoz,West,Electronics,Wireless Headphones,5,149.99,749.95,107.99,539.95,210.0,0.28
101182,2026-04-18,Brianna Wallace,East,Electronics,Smart Watch,14,249.99,3499.86,179.99,2519.86,980.0,0.28
100754,2025-07-04,Michael Taylor,North,Electronics,Smart Phone,13,699.99,9099.87,503.99,6551.87,2548.0,0.28
101304,2025-06-04,Jason Lee,South,Electronics,Smart Phone,3,699.99,2099.97,503.99,1511.97,588.0,0.28
101493,2025-08-01,Anthony Hopkins,West,Office Supplies,Notebook,6,4.99,29.94,2.25,13.5,16.44,0.5491
100700,2026-05-06,Amanda Perry,South,Electronics,Laptop,1,1199.99,1199.99,863.99,863.99,336.0,0.28
101222,2026-05-13,Mr. Marc Cunningham DDS,West,Office Supplies,Paper Shredder,15,89.99,1349.85,40.5,607.5,742.35,0.5499
101418,2026-03-15,Sara Townsend,East,Office Supplies,File Organizer,4,24.99,99.96,11.25,45.0,54.96,0.5498
100339,2025-11-05,Jeremy Ramirez,West,Office Supplies,Paper Shredder,13,89.99,1169.87,40.5,526.5,643.37,0.5499
100261,2025-06-07,Monica Cain,North,Office Supplies,File Organizer,2,24.99,49.98,11.25,22.5,27.48,0.5498
100247,2025-07-08,Susan Young,West,Furniture,Sofa,10,799.99,7999.9,479.99,4799.9,3200.0,0.4
100212,2025-07-18,Bryan Park,West,Office Supplies,File Organizer,11,24.99,274.89,11.25,123.75,151.14,0.5498
100067,2026-03-10,Suzanne Hill,West,Electronics,Smart Watch,4,249.99,999.96,179.99,719.96,280.0,0.28
101587,2025-12-07,Bobby Moore,North,Furniture,Dining Table,9,450.0,4050.0,270.0,2430.0,1620.0,0.4
101079,2026-05-19,Sharon Glass,East,Electronics,Wireless Headphones,10,149.99,1499.9,107.99,1079.9,420.0,0.28
100141,2025-12-05,Hayley Ball,West,Furniture,Ergonomic Desk,1,299.99,299.99,179.99,179.99,120.0,0.4
100936,2026-05-19,Deborah Wilcox,West,Electronics,Wireless Headphones,9,149.99,1349.91,107.99,971.91,378.0,0.28
100943,2026-04-21,Russell Barnes,West,Office Supplies,Paper Shredder,9,89.99,809.91,40.5,364.5,445.41,0.5499
101416,2026-04-27,Jerry Harmon,East,Electronics,Smart Watch,7,249.99,1749.93,179.99,1259.93,490.0,0.28
100530,2026-01-26,David Smith,South,Furniture,Sofa,15,799.99,11999.85,479.99,7199.85,4800.0,0.4
101174,2026-05-28,Tammy Gray,West,Furniture,Sofa,13,799.99,10399.87,479.99,6239.87,4160.0,0.4
100382,2026-04-23,Eric Kim,West,Office Supplies,Paper Shredder,11,89.99,989.89,40.5,445.5,544.39,0.5499
101347,2026-02-19,Megan Whitney,East,Office Supplies,Paper Shredder,10,89.99,899.9,40.5,405.0,494.9,0.5499
100829,2026-01-14,Lisa Thompson,South,Electronics,Wireless Headphones,3,149.99,449.97,107.99,323.97,126.0,0.28
100618,2025-06-29,Ashley Williams,North,Office Supplies,Notebook,5,4.99,24.95,2.25,11.25,13.7,0.5491
100184,2026-03-28,Ian Brown,East,Electronics,Smart Watch,15,249.99,3749.85,179.99,2699.85,1050.0,0.28
101287,2025-07-03,Nicole Riley,West,Office Supplies,File Organizer,8,24.99,199.92,11.25,90.0,109.92,0.5498
100946,2026-04-04,Julia Best,South,Office Supplies,File Organizer,9,24.99,224.91,11.25,101.25,123.66,0.5498
101453,2025-12-25,Mary Williams,North,Office Supplies,Paper Shredder,14,89.99,1259.86,40.5,567.0,692.86,0.5499
100453,2026-02-27,Nicole King,East,Office Supplies,Notebook,2,4.99,9.98,2.25,4.5,5.48,0.5491
101407,2025-08-10,Darrell Henderson,North,Furniture,Ergonomic Desk,3,299.99,899.97,179.99,539.97,360.0,0.4
101366,2026-04-17,Robert Wood,West,Furniture,Ergonomic Desk,9,299.99,2699.91,179.99,1619.91,1080.0,0.4
100420,2025-09-08,Carlos Flores,West,Electronics,Smart Phone,1,699.99,699.99,503.99,503.99,196.0,0.28
101385,2025-10-05,Angela Allen,East,Electronics,Mutated Product,6,149.99,899.94,107.99,647.94,252.0,0.28
100366,2025-08-23,Jerry Buck,East,Office Supplies,File Organizer,14,24.99,349.86,11.25,157.5,192.36,0.5498
100575,2025-08-29,Leah Wise,East,Office Supplies,Notebook,13,4.99,64.87,2.25,29.25,35.62,0.5491
100714,2025-12-23,Jennifer Livingston,West,Furniture,Office Chair,2,189.99,379.98,113.99,227.98,152.0,0.4
100526,2025-11-10,Brandi Myers,East,Furniture,Sofa,6,799.99,4799.94,479.99,2879.94,1920.0,0.4
101006,2025-10-20,Unknown Customer,West,Furniture,Ergonomic Desk,7,299.99,2099.93,179.99,1259.93,840.0,0.4
101089,2025-07-23,Kayla Kim,North,Office Supplies,Gel Pens (Pack of 10),12,12.5,150.0,5.62,67.44,82.56,0.5504
101232,2025-09-29,Barbara Case,South,Furniture,Dining Table,13,450.0,5850.0,270.0,3510.0,2340.0,0.4
100939,2026-02-11,Abigail Hamilton,West,Electronics,Laptop,11,1199.99,13199.89,863.99,9503.89,3696.0,0.28
100724,2025-11-19,Kimberly Gomez,East,Furniture,Office Chair,2,189.99,379.98,113.99,227.98,152.0,0.4
100522,2025-11-07,Derek Richardson,West,Office Supplies,File Organizer,8,24.99,199.92,11.25,90.0,109.92,0.5498
100405,2026-04-29,Mary Gonzalez,North,Furniture,Dining Table,14,450.0,6300.0,270.0,3780.0,2520.0,0.4
101037,2025-07-30,Nancy Brown,South,Furniture,Office Chair,15,189.99,2849.85,113.99,1709.85,1140.0,0.4
100904,2026-01-25,Michele Smith,East,Office Supplies,Paper Shredder,12,89.99,1079.88,40.5,486.0,593.88,0.5499
100381,2025-07-10,Daniel Mcknight,South,Electronics,Smart Phone,2,699.99,1399.98,503.99,1007.98,392.0,0.28
100887,2025-10-17,Unknown Customer,South,Electronics,Smart Phone,2,699.99,1399.98,503.99,1007.98,392.0,0.28
100601,2026-02-03,Robert Love,South,Electronics,Smart Watch,11,249.99,2749.89,179.99,1979.89,770.0,0.28
100298,2026-04-21,Deborah Mason,North,Office Supplies,Notebook,13,4.99,64.87,2.25,29.25,35.62,0.5491
101388,2025-09-16,Victoria Noble,North,Office Supplies,Paper Shredder,12,89.99,1079.88,40.5,486.0,593.88,0.5499
100414,2025-06-03,Ricky Oconnor,North,Office Supplies,File Organizer,4,24.99,99.96,11.25,45.0,54.96,0.5498
101040,2026-05-23,Brian Perez,North,Furniture,Dining Table,11,450.0,4950.0,270.0,2970.0,1980.0,0.4
100857,2026-02-15,Christian Carlson,North,Furniture,Ergonomic Desk,1,299.99,299.99,179.99,179.99,120.0,0.4
100353,2025-10-11,William Woodward,West,Electronics,Wireless Headphones,4,149.99,599.96,107.99,431.96,168.0,0.28
100170,2025-09-03,Joseph Kaiser,West,Office Supplies,File Organizer,4,24.99,99.96,11.25,45.0,54.96,0.5498
101132,2025-10-14,John Jones,East,Office Supplies,File Organizer,11,24.99,274.89,11.25,123.75,151.14,0.5498
100566,2026-01-22,Eric Park,East,Office Supplies,File Organizer,14,24.99,349.86,11.25,157.5,192.36,0.5498
100324,2026-03-04,John Thomas,North,Furniture,Dining Table,6,450.0,2700.0,270.0,1620.0,1080.0,0.4
100044,2025-11-27,Alexandra James,South,Electronics,Smart Phone,13,699.99,9099.87,503.99,6551.87,2548.0,0.28
100737,2025-12-11,Unknown Customer,North,Furniture,Mutated Product,2,189.99,379.98,113.99,227.98,152.0,0.4
100966,2025-08-27,Diane Roberts,East,Electronics,Laptop,6,1199.99,7199.94,863.99,5183.94,2016.0,0.28
101041,2025-10-10,Richard Rice,South,Office Supplies,File Organizer,5,24.99,124.95,11.25,56.25,68.7,0.5498
100710,2025-06-04,Summer Gray,North,Office Supplies,File Organizer,12,24.99,299.88,11.25,135.0,164.88,0.5498
100915,2026-03-03,Stephanie Davis,East,Office Supplies,Gel Pens (Pack of 10),12,12.5,150.0,5.62,67.44,82.56,0.5504
101368,2026-05-14,Matthew King,North,Electronics,Smart Phone,14,699.99,9799.86,503.99,7055.86,2744.0,0.28
101137,2026-03-02,Unknown Customer,North,Furniture,Dining Table,13,450.0,5850.0,270.0,3510.0,2340.0,0.4
100175,2025-11-08,Christopher Wise,West,Furniture,Office Chair,10,189.99,1899.9,113.99,1139.9,760.0,0.4
100614,2025-06-03,Richard Mcconnell,West,Furniture,Dining Table,6,450.0,2700.0,270.0,1620.0,1080.0,0.4
100529,2025-11-08,Brittany Bishop,South,Electronics,Smart Watch,7,249.99,1749.93,179.99,1259.93,490.0,0.28
100316,2025-08-20,Todd Cook,East,Office Supplies,Gel Pens (Pack of 10),3,12.5,37.5,5.62,16.86,20.64,0.5504
100994,2026-03-23,Zachary Salas,East,Furniture,Sofa,4,799.99,3199.96,479.99,1919.96,1280.0,0.4
100015,2025-07-20,Xavier Moore,North,Office Supplies,File Organizer,6,24.99,149.94,11.25,67.5,82.44,0.5498
100486,2026-03-25,Hannah Lewis,East,Office Supplies,Gel Pens (Pack of 10),13,12.5,162.5,5.62,73.06,89.44,0.5504
101420,2025-10-07,Jon Wallace,East,Furniture,Dining Table,9,450.0,4050.0,270.0,2430.0,1620.0,0.4
100736,2025-08-30,Theresa Blair,South,Furniture,Dining Table,2,450.0,900.0,270.0,540.0,360.0,0.4
101230,2025-08-15,Elizabeth Reed,North,Office Supplies,File Organizer,5,24.99,124.95,11.25,56.25,68.7,0.5498
100351,2025-10-19,Paul Fischer,West,Furniture,Dining Table,13,450.0,5850.0,270.0,3510.0,2340.0,0.4
100706,2026-05-14,Tammy Davis,South,Office Supplies,File Organizer,8,24.99,199.92,11.25,90.0,109.92,0.5498
100199,2025-08-24,Paige Lee,West,Office Supplies,Gel Pens (Pack of 10),9,12.5,112.5,5.62,50.58,61.92,0.5504
