Transaction_ID,Date,Customer_Name,Product_Category,Product_Name,Units_Sold,Unit_Price,Revenue,Region
100554,"jul 28, 2025",Renee Singh,office supplies,Gel Pens (Pack of 10),2.0,12.5,25.0,East
101159,"jan 22, 2026",Lisa Fitzgerald,Furniture,Ergonomic Desk,5.0,299.99,1499.95,West
100023,05/06/2025,Jason Cox,Office Supplies,Paper Shredder,15.0,89.99,1349.85,SOUTH
101124,24/02/2026,Katherine Castro,Office Supplies,Paper Shredder,10.0,89.99,899.9,West
101449,"aug 06, 2025",Kimberly Bailey,office supplies,Notebook,7.0,4.99,34.93,North
100185,19/05/2026,Jamie Rowe,Office Supplies,Notebook,9.0,4.99,44.910000000000004,West
100450,25/05/2026,Micheal Lee,Electronics,Smart Watch,3.0,249.99,749.97,South
100451,"December 14, 2025",Spencer Nelson,Electronics,Smart Watch,12.0,249.99,2999.88,N
101073,01/12/2025,Elijah Keller,Office Supplies,File Organizer,6.0,24.99,149.94,S
100923,17/09/2025,Elizabeth Fields,furniture,Sofa,14.0,799.99,11199.86,South
100634,28/09/2025,Joshua Joyce, Furniture ,Office Chair,6.0,189.99,1139.94,East
100963,"feb 28, 2026",Stephanie Thomas,Electronics,Wireless Headphones,5.0,149.99,749.95,South
100598,26/02/2026,Maria Walker,Furniture,Sofa,5.0,799.99,3999.95,north
100513,25/07/2025,Hector Williams,Electronics,Wireless Headphones,7.0,149.99,1049.93,west
101569,24/01/2026,Jacob Reid,Furniture,Dining Table,7.0,450.0,3150.0,East
100361,"January 29, 2026",Holly Perez PhD,Office Supplies,Notebook,1.0,4.99,4.99,North
100030,15/06/2025,Christopher Huffman, Electronics ,Wireless Headphones,3.0,149.99,,East
100426,20/06/2025,Chad Scott,Electronics,Smart Phone,8.0,699.99,5599.92,West
100135,20/11/2025,John Miller,Office Supplies,Notebook,14.0,4.99,69.86,South
101415,08/11/2025,Craig Costa,office supplies,Notebook,1.0,4.99,4.99,East
100901,19/09/2025,Stephanie Kirby,Electronics,Laptop,3.0,1199.99,3599.9700000000003,West
100383,"apr 04, 2026",Jamie Mitchell,furniture,Ergonomic Desk,15.0,299.99,4499.85,West
100029,25/09/2025,Kathleen Harrison,Electronics,Smart Phone,11.0,699.99,7699.89,West
100374,2025-07-25,Michele Johnson DVM,Electronics,Smart Watch,4.0,249.99,999.96,S
100874,30/10/2025,Nicole Thornton,Electronics,Smart Phone,8.0,699.99,5599.92,North
100518,"November 30, 2025",Bradley Ortega, Furniture ,Sofa,8.0,799.99,6399.92,South
100922,"September 13, 2025",Angela Johnson,Furniture,Office Chair,12.0,189.99,2279.88,E
101091,13/06/2025,Holly Adams,Electronics,Laptop,-2.0,1199.99,-2399.98,East
100585,"nov 22, 2025",Maria Matthews, Office Supplies ,Gel Pens (Pack of 10),,12.5,,West
100030,15/06/2025,Christopher Huffman, Electronics ,Wireless Headphones,3.0,149.99,,East
100371,,Donna Mccarthy,electronics,Smart Watch,7.0,249.99,1749.93,NORTH
100950,"dec 21, 2025",Michelle Smith,Office Supplies,Notebook,6.0,4.99,29.94,north
100506,07/06/2025,Jeffrey Stevenson,Electronics,Wireless Headphones,6.0,149.99,899.94,South
100591,"December 07, 2025",Kimberly Smith,Electronics,Smart Watch,2.0,249.99,,East
101177,08/10/2025,Anthony Castro,Furniture,Dining Table,14.0,450.0,6300.0,South
101280,,Casey West,electronics,Smart Watch,9.0,249.99,2249.91,S
101165,"nov 16, 2025",Michael Berry,office supplies,Paper Shredder,8.0,89.99,827.9079999999999,east
100162,14/03/2026,Tyler Merritt,Furniture,Ergonomic Desk,,299.99,,West
100756,06/08/2025,Erin Goodman, Office Supplies ,Notebook,6.0,4.99,29.94,West
100408,22/06/2025,Joel Lopez,Electronics,Smart Watch,,249.99,,West
101197,18/11/2025,,Furniture,Office Chair,3.0,189.99,569.97,North
100930,10/09/2025,Lauren Aguilar,office supplies,File Organizer,-3.0,,,EAST
100367,"dec 29, 2025",Cameron Flores, Electronics ,Smart Phone,3.0,699.99,2099.9700000000003,
101172,"October 15, 2025",Alyssa Garner,Office Supplies,Paper Shredder,10.0,89.99,899.9,east
100244,"December 16, 2025",Paul King,Furniture,Dining Table,3.0,450.0,1350.0,East
100759,2025-08-18,Kristina Tyler,office supplies,File Organizer,2.0,24.99,49.98,North
100433,25/01/2026,Suzanne Wright,Furniture,Dining Table,4.0,450.0,1800.0,East
100429,"November 11, 2025",Christopher Pineda,furniture,Office Chair,5.0,189.99,,South
100065,"mar 09, 2026",Mark Heath,Electronics,Wireless Headphones,8.0,149.99,,
101229,2025-06-30,Christopher Bailey, Office Supplies ,Notebook,12.0,4.99,59.88,East
100032,"November 17, 2025",John Barnes,office supplies,Paper Shredder,11.0,89.99,989.89,West
100859,"jan 05, 2026",Dr. Carol Chavez, Furniture ,Dining Table,1.0,450.0,450.0,West
100438,"nov 15, 2025",Donna Carrillo,furniture,Office Chair,2.0,189.99,379.98,South
101392,13/09/2025,Kevin Morales DVM,Office Supplies,Gel Pens (Pack of 10),10.0,12.5,125.0,North
100810,"August 15, 2025",Gary Weiss,Electronics,Smart Phone,5.0,699.99,3499.95,WEST
100889,2025-12-26,Justin Garcia,Office Supplies,Paper Shredder,8.0,89.99,719.92,West
101058,"October 06, 2025",Colleen Weber,Electronics,Laptop,15.0,1199.99,17999.85,South
101272,2025-09-27,Kathleen Davis,Electronics,Laptop,15.0,1199.99,17999.85,North
101005,03/04/2026,David West,Furniture,Dining Table,14.0,450.0,6300.0,North
100940,"February 27, 2026",Nathan Long,Furniture,Ergonomic Desk,5.0,299.99,1499.95,East
101544,23/08/2025,Marissa Lopez,furniture,Sofa,15.0,799.99,11999.85,West
100099,02/11/2025,Benjamin Thompson,Electronics,Laptop,13.0,1199.99,,West
100660,,William Henderson, Electronics ,Smart Watch,12.0,249.99,2999.88,West
101043,13/08/2025,Aaron Miller,Furniture,Office Chair,11.0,189.99,2089.8900000000003,North
100727,2026-01-01,Sydney Adams,Office Supplies,Paper Shredder,15.0,89.99,1349.85,West
100674,11/10/2025,Mary Munoz,Furniture,Sofa,11.0,799.99,8799.89,NORTH
100059,14/10/2025,Erika Rodriguez,Office Supplies,Gel Pens (Pack of 10),7.0,12.5,87.5,north
100251,"June 01, 2025",Austin Bowers,Electronics,Smart Watch,8.0,249.99,1999.92,west
100069,"November 12, 2025",Matthew Knight,Electronics,Laptop,10.0,1199.99,11999.9,West
101442,03/08/2025,Erica Jones,Office Supplies,File Organizer,,24.99,,WEST
101406,"aug 10, 2025",Jessica White,Furniture,Ergonomic Desk,7.0,299.99,2099.9300000000003,SOUTH
101548,"June 11, 2025",Brandon Turner,Furniture,Sofa,8.0,799.99,6399.92,S
100115,08/12/2025,Jennifer Moore,Office Supplies,Notebook,12.0,4.99,59.88,South
101063,"apr 16, 2026",,Electronics,Smart Phone,5.0,699.99,3499.95,West
101341,"January 12, 2026",Robin Nelson, Furniture ,Sofa,15.0,799.99,11999.85,South
101285,2026-04-09,Briana Clarke,Office Supplies,Notebook,11.0,4.99,54.89,North
100173,06/09/2025,Nicholas Casey,Office Supplies,Notebook,12.0,4.99,59.88,South
101067,"apr 10, 2026",Christine Reed,electronics,Smart Phone,12.0,699.99,8399.880000000001,N
101078,07/02/2026,Donna Winters,Electronics,Wireless Headphones,11.0,149.99,1649.89,South
100494,2025-08-19,Theresa Delacruz,Electronics,Wireless Headphones,11.0,149.99,1649.89,South
101052,2025-12-27,Lisa Martinez,Furniture,Ergonomic Desk,4.0,299.99,1199.96,W
100619,"April 14, 2026",Aaron Brooks, Office Supplies ,Notebook,6.0,4.99,,north
101534,"jun 21, 2025",Travis Moore,Electronics,Wireless Headphones,10.0,149.99,1499.9,north
100078,,Taylor Mcintosh,office supplies,Gel Pens (Pack of 10),11.0,12.5,,East
100907,29/01/2026,Jessica Coleman, Office Supplies ,Notebook,1.0,4.99,4.99,S
100300,"May 21, 2026",Matthew Brown,Electronics,Wireless Headphones,7.0,149.99,1049.93,East
100582,"may 05, 2026",Heidi Wright,Office Supplies,Paper Shredder,7.0,89.99,629.93,E
101181,"April 10, 2026",Christine Kelly,Electronics,Smart Watch,13.0,249.99,3249.87,W
100745,01/05/2026,Katherine Brown,Electronics,Smart Watch,7.0,249.99,1749.93,North
100023,05/06/2025,Jason Cox,Office Supplies,Paper Shredder,15.0,89.99,1349.85,SOUTH
101361,"dec 01, 2025",Brenda Hoffman, Office Supplies ,Gel Pens (Pack of 10),14.0,12.5,175.0,North
100669,03/12/2025,Courtney Callahan,Office Supplies,Notebook,12.0,4.99,59.88,South
100485,13/04/2026,Juan Santiago,Electronics,Wireless Headphones,6.0,149.99,1034.931,EAST
101510,"March 10, 2026",Joshua Ballard DDS, Office Supplies ,Paper Shredder,12.0,89.99,1079.8799999999999,north
100985,17/12/2025,Robert Callahan,Furniture,Office Chair,5.0,189.99,,north
100982,2025-06-26,Robert Malone,Furniture,Sofa,7.0,799.99,5599.93,north
101131,2025-10-26,David Larson,Office Supplies,Gel Pens (Pack of 10),6.0,12.5,75.0,South
101228,16/06/2025,Isaac Pierce,Electronics,Wireless Headphones,3.0,149.99,449.97,North
100289,"jul 28, 2025",Lindsay Parks,Electronics,Smart Phone,14.0,699.99,9799.86,South
100588,26/03/2026,Andrea Hanna,Electronics,Wireless Headphones,8.0,149.99,1199.92,South
100439,"apr 12, 2026",Thomas Smith,Office Supplies,File Organizer,4.0,24.99,99.96,West
100275,2025-11-05,James Rodriguez, Furniture ,Ergonomic Desk,6.0,299.99,1799.94,North
100124,06/12/2025,Stephanie Davis,Office Supplies,Paper Shredder,13.0,89.99,1169.87,East
101290,03/08/2025,John Zamora, Electronics ,Wireless Headphones,15.0,149.99,2249.8500000000004,West
100411,29/04/2026,Kim Adams,Office Supplies,Gel Pens (Pack of 10),12.0,12.5,150.0,West
100846,2026-05-03,Elizabeth Fowler,Electronics,Smart Phone,5.0,699.99,3499.95,South
101427,"October 11, 2025",Megan Hardy,Furniture,Ergonomic Desk,1.0,299.99,299.99,South
100259,18/06/2025,Teresa Smith,Office Supplies,Gel Pens (Pack of 10),2.0,12.5,25.0,south
100303,25/07/2025,Jennifer Costa,Electronics,Smart Watch,-1.0,249.99,-249.99,east
101033,,Ian Sims,Furniture,Dining Table,5.0,450.0,2250.0,North
100544,"September 23, 2025",Richard Rivera,Electronics,Smart Phone,15.0,699.99,10499.85,East
100415,"mar 13, 2026",Debra Adams, Electronics ,Smart Phone,3.0,699.99,,East
101423,"sep 28, 2025",Laura Coleman,Electronics,Smart Phone,2.0,699.99,1399.98,South
100730,"jun 05, 2025",Molly Christensen,office supplies,File Organizer,9.0,24.99,224.91,north
100270,"November 02, 2025",Jose Bruce, Office Supplies ,File Organizer,10.0,24.99,249.89999999999998,EAST
100482,"May 09, 2026",Caitlyn Maldonado,Furniture,Dining Table,12.0,450.0,5400.0,South
100855,2025-06-05,Kevin Flores,Furniture,Office Chair,6.0,189.99,1139.94,East
100694,16/07/2025,Brandy Myers,Furniture,Sofa,5.0,799.99,,S
100722,25/05/2026,Jill Herring,Office Supplies,Gel Pens (Pack of 10),4.0,12.5,50.0,East
100983,06/04/2026,Alejandro Johnson,Furniture,Ergonomic Desk,7.0,299.99,2099.9300000000003,
100297,"dec 27, 2025",Scott Ellis,Electronics,Wireless Headphones,10.0,149.99,1499.9,South
101187,03/12/2025,Mr. Joshua Woodward,electronics,Wireless Headphones,5.0,149.99,749.95,
100984,"jan 02, 2026",Michael Lewis,Furniture,Office Chair,6.0,189.99,1310.931,South
100073,"July 22, 2025",Norman Moore,Furniture,Dining Table,12.0,,,west
100109,"oct 24, 2025",Justin Santiago, Furniture ,Dining Table,6.0,450.0,2700.0,west
101117,"jan 24, 2026",John Mason,Furniture,Sofa,13.0,799.99,,west
100464,"mar 31, 2026",Zachary Hernandez,Electronics,Smart Watch,7.0,249.99,1749.93,
100188,13/03/2026,Michael Williams,Office Supplies,File Organizer,,24.99,,W
100350,"August 01, 2025",Juan Miller,Electronics,Smart Watch,,249.99,,East
101460,10/07/2025,Dr. Andrea Perry,Electronics,Wireless Headphones,14.0,149.99,,West
100944,"jun 02, 2025",Patrick Park,Office Supplies,Paper Shredder,13.0,89.99,1169.87,West
100780,"July 18, 2025",Erik Cruz,Electronics,Smart Phone,,699.99,,
100237,01/11/2025,Emma Jones, Furniture ,Dining Table,1.0,450.0,450.0,North
100051,"October 02, 2025",Jacob Bowers,Office Supplies,File Organizer,11.0,24.99,,South
100786,16/06/2025,Michael Mckinney,furniture,Dining Table,4.0,450.0,1800.0,North
100076,,Rebecca Gardner,Furniture,Office Chair,4.0,189.99,759.96,WEST
100772,2025-12-04,Kathryn Edwards,Electronics,Wireless Headphones,15.0,149.99,2249.8500000000004,West
100332,28/01/2026,Diane Strickland,Furniture,Dining Table,4.0,450.0,1800.0,east
100495,,Jacqueline Gardner, Office Supplies ,Notebook,12.0,4.99,59.88,South
101125,01/02/2026,Joshua Farrell,Electronics,Smart Phone,3.0,699.99,2099.9700000000003,South
101472,03/07/2025,,electronics,Wireless Headphones,6.0,149.99,,South
100032,"November 17, 2025",John Barnes,office supplies,Paper Shredder,11.0,89.99,989.89,West
100123,2025-11-30,Mark Munoz,Electronics,Wireless Headphones,5.0,149.99,749.95,West
101182,18/04/2026,Brianna Wallace,electronics,Smart Watch,14.0,249.99,3499.86,East
100754,04/07/2025,Michael Taylor,Electronics,Smart Phone,13.0,699.99,9099.87,North
101304,04/06/2025,Jason Lee,Electronics,Smart Phone,3.0,699.99,2099.9700000000003,south
100948,,Susan Robertson,Office Supplies,Paper Shredder,14.0,89.99,1259.86,North
101493,2025-08-01,Anthony Hopkins, Office Supplies ,Notebook,6.0,4.99,29.94,West
101378,,Bryan Diaz,Electronics,Laptop,10.0,1199.99,11999.9,East
100700,"May 06, 2026",Amanda Perry,Electronics,Laptop,1.0,1199.99,1199.99,South
101222,13/05/2026,Mr. Marc Cunningham DDS,Office Supplies,Paper Shredder,15.0,89.99,1349.85,West
101418,2026-03-15,Sara Townsend,Office Supplies,File Organizer,4.0,24.99,99.96,East
100339,"nov 05, 2025",Jeremy Ramirez, Office Supplies ,Paper Shredder,13.0,89.99,1169.87,West
100261,2025-06-07,Monica Cain,office supplies,File Organizer,2.0,24.99,49.98,North
101027,,Ashley Diaz,Office Supplies,Notebook,-3.0,4.99,,
100247,2025-07-08,Susan Young,Furniture,Sofa,10.0,799.99,7999.9,West
100212,18/07/2025,Bryan Park,Office Supplies,File Organizer,11.0,24.99,316.1235,West
101506,,Pamela Riley,Furniture,Sofa,4.0,799.99,3199.96,West
100067,10/03/2026,Suzanne Hill,electronics,Smart Watch,4.0,249.99,999.96,West
101587,"dec 07, 2025",Bobby Moore,Furniture,Dining Table,9.0,450.0,4050.0,North
101079,19/05/2026,Sharon Glass,Electronics,Wireless Headphones,10.0,149.99,1499.9,East
100141,05/12/2025,Hayley Ball,Furniture,Ergonomic Desk,1.0,299.99,299.99,West
100777,"oct 02, 2025",Collin Myers,Electronics,Smart Watch,,249.99,,East
100936,19/05/2026,Deborah Wilcox,Electronics,Wireless Headphones,9.0,149.99,1349.91,WEST
100943,"April 21, 2026",Russell Barnes,Office Supplies,Paper Shredder,9.0,89.99,809.91,west
100999,2026-04-09,Timothy Foster,furniture,Dining Table,-4.0,450.0,-1800.0,West
101416,27/04/2026,Jerry Harmon, Electronics ,Smart Watch,7.0,249.99,1749.93,EAST
100530,26/01/2026,David Smith,Furniture,Sofa,15.0,799.99,11999.85,South
101174,28/05/2026,Tammy Gray, Furniture ,Sofa,13.0,799.99,10399.87,west
100382,23/04/2026,Eric Kim,Office Supplies,Paper Shredder,11.0,89.99,989.89,West
101169,,Tyler Martinez,Office Supplies,Paper Shredder,10.0,89.99,899.9,West
101347,19/02/2026,Megan Whitney,Office Supplies,Paper Shredder,10.0,89.99,899.9,east
100829,"January 14, 2026",Lisa Thompson,Electronics,Wireless Headphones,3.0,149.99,449.97,South
100888,07/04/2026,Karen Edwards,furniture,Ergonomic Desk,7.0,,,West
100618,2025-06-29,Ashley Williams,Office Supplies,Notebook,5.0,4.99,24.950000000000003,North
100184,"March 28, 2026",Ian Brown,Electronics,Smart Watch,15.0,249.99,3749.8500000000004,East
101287,"July 03, 2025",Nicole Riley,office supplies,File Organizer,8.0,24.99,199.92,West
100946,"apr 04, 2026",Julia Best,Office Supplies,File Organizer,9.0,24.99,224.91,south
101360,2026-02-25,Sarah Wilson,Furniture,Office Chair,,189.99,,North
101453,2025-12-25,Mary Williams,Office Supplies,Paper Shredder,14.0,89.99,1259.86,North
100240,,John Jones,Furniture,Dining Table,6.0,450.0,2700.0,South
101496,"May 24, 2026",Daniel Grant,Electronics,Smart Watch,,249.99,,West
100453,2026-02-27,Nicole King, Office Supplies ,Notebook,2.0,4.99,9.98,East
101407,10/08/2025,Darrell Henderson,Furniture,Ergonomic Desk,3.0,299.99,899.97,North
101366,"apr 17, 2026",Robert Wood,Furniture,Ergonomic Desk,9.0,299.99,2699.91,West
100420,"September 08, 2025",Carlos Flores,Electronics,Smart Phone,1.0,699.99,699.99,West
101385,2025-10-05,Angela Allen, Electronics ,Mutated Product,6.0,149.99,999.99,East
100705,,Kenneth May,Electronics,Wireless Headphones,12.0,149.99,1799.88,East
100366,"aug 23, 2025",Jerry Buck,Office Supplies,File Organizer,14.0,24.99,349.85999999999996,EAST
101340,15/01/2026,,Furniture,Sofa,10.0,,,South
100575,29/08/2025,Leah Wise,Office Supplies,Notebook,13.0,4.99,64.87,East
100714,"December 23, 2025",Jennifer Livingston,furniture,Office Chair,2.0,189.99,379.98,W
100526,10/11/2025,Brandi Myers,Furniture,Sofa,6.0,799.99,4799.9400000000005,east
101006,"oct 20, 2025",,Furniture,Ergonomic Desk,7.0,299.99,2099.9300000000003,WEST
101089,"July 23, 2025",Kayla Kim,Office Supplies,Gel Pens (Pack of 10),12.0,12.5,150.0,North
101232,"September 29, 2025",Barbara Case, Furniture ,Dining Table,13.0,450.0,5850.0,South
100939,11/02/2026,Abigail Hamilton,electronics,Laptop,11.0,1199.99,13199.89,West
100724,"November 19, 2025",Kimberly Gomez,Furniture,Office Chair,2.0,189.99,379.98,East
100522,"November 07, 2025",Derek Richardson,Office Supplies,File Organizer,8.0,24.99,199.92,West
100405,"April 29, 2026",Mary Gonzalez,furniture,Dining Table,14.0,450.0,6300.0,North
101037,2025-07-30,Nancy Brown, Furniture ,Office Chair,15.0,189.99,2849.8500000000004,South
100904,25/01/2026,Michele Smith, Office Supplies ,Paper Shredder,12.0,89.99,1079.8799999999999,east
100381,10/07/2025,Daniel Mcknight,Electronics,Smart Phone,2.0,699.99,1399.98,South
100887,"oct 17, 2025",,Electronics,Smart Phone,2.0,699.99,1399.98,S
100601,"feb 03, 2026",Robert Love, Electronics ,Smart Watch,11.0,249.99,2749.8900000000003,South
100298,2026-04-21,Deborah Mason,Office Supplies,Notebook,13.0,4.99,64.87,North
101388,"September 16, 2025",Victoria Noble,Office Supplies,Paper Shredder,12.0,89.99,1079.8799999999999,North
100414,"June 03, 2025",Ricky Oconnor,Office Supplies,File Organizer,4.0,24.99,99.96,NORTH
101040,"may 23, 2026",Brian Perez,Furniture,Dining Table,11.0,450.0,4950.0,north
100857,2026-02-15,Christian Carlson,Furniture,Ergonomic Desk,1.0,299.99,299.99,North
100353,"October 11, 2025",William Woodward,Electronics,Wireless Headphones,4.0,149.99,599.96,West
100170,2025-09-03,Joseph Kaiser, Office Supplies ,File Organizer,4.0,24.99,99.96,West
101132,"oct 14, 2025",John Jones,Office Supplies,File Organizer,11.0,24.99,274.89,east
100566,"jan 22, 2026",Eric Park,Office Supplies,File Organizer,14.0,24.99,349.85999999999996,East
100324,04/03/2026,John Thomas,Furniture,Dining Table,6.0,450.0,2700.0,North
100044,"nov 27, 2025",Alexandra James, Electronics ,Smart Phone,13.0,699.99,,SOUTH
100737,11/12/2025,,Furniture,Mutated Product,2.0,189.99,999.99,NORTH
100966,"aug 27, 2025",Diane Roberts,Electronics,Laptop,6.0,1199.99,7199.9400000000005,EAST
101041,10/10/2025,Richard Rice,Office Supplies,File Organizer,5.0,24.99,124.94999999999999,South
100721,"September 26, 2025",Debbie Perez,Electronics,Laptop,,1199.99,,North
101377,"October 07, 2025",Nathan Williams,Office Supplies,File Organizer,,24.99,,West
100710,2025-06-04,Summer Gray,Office Supplies,File Organizer,12.0,24.99,299.88,North
100915,03/03/2026,Stephanie Davis,office supplies,Gel Pens (Pack of 10),12.0,12.5,150.0,E
101368,"May 14, 2026",Matthew King, Electronics ,Smart Phone,14.0,699.99,9799.86,North
100427,,Jacob Jacobs, Electronics ,Laptop,4.0,1199.99,4799.96,North
101137,"mar 02, 2026",,Furniture,Dining Table,13.0,450.0,5850.0,N
100175,"November 08, 2025",Christopher Wise,furniture,Office Chair,10.0,189.99,,WEST
101504,,Linda Strickland,Furniture,Sofa,13.0,799.99,10399.87,East
100614,2025-06-03,Richard Mcconnell,furniture,Dining Table,6.0,450.0,,West
100529,2025-11-08,Brittany Bishop,Electronics,Smart Watch,7.0,249.99,1749.93,South
100316,"August 20, 2025",Todd Cook,Office Supplies,Gel Pens (Pack of 10),3.0,12.5,37.5,East
100994,"mar 23, 2026",Zachary Salas,furniture,Sofa,4.0,799.99,3199.96,East
100198,,Krista Schwartz, Furniture ,Ergonomic Desk,8.0,299.99,2399.92,N
100015,2025-07-20,Xavier Moore,Office Supplies,File Organizer,6.0,24.99,149.94,N
100486,"mar 25, 2026",Hannah Lewis,Office Supplies,Gel Pens (Pack of 10),13.0,12.5,162.5,E
101420,2025-10-07,Jon Wallace, Furniture ,Dining Table,9.0,450.0,4050.0,East
101029,2026-05-28,Jason Wright,electronics,Laptop,14.0,,,North
100736,"August 30, 2025",Theresa Blair,Furniture,Dining Table,2.0,450.0,900.0,South
101230,"aug 15, 2025",Elizabeth Reed,Office Supplies,File Organizer,5.0,24.99,124.94999999999999,North
100351,19/10/2025,Paul Fischer,Furniture,Dining Table,13.0,450.0,5850.0,West
101488,03/09/2025,Ronald Cain,Electronics,Smart Watch,,249.99,,N
100706,"may 14, 2026",Tammy Davis, Office Supplies ,File Organizer,8.0,24.99,199.92,South
100199,24/08/2025,Paige Lee,Office Supplies,Gel Pens (Pack of 10),9.0,12.5,112.5,West
100628,"April 16, 2026",Laura Burke,Furniture,Office Chair,2.0,189.99,379.98,East
100744,"October 21, 2025",Jason Edwards, Electronics ,Smart Phone,6.0,699.99,4199.9400000000005,West
100422,2025-12-20,Ryan Bond,Office Supplies,Notebook,14.0,4.99,69.86,North
101175,28/03/2026,Joseph Shields,Electronics,Laptop,2.0,1199.99,2399.98,East
101330,"January 19, 2026",Pamela Gonzales,Electronics,Laptop,5.0,1199.99,5999.95,
100602,"March 18, 2026",Jennifer Carter,Furniture,Sofa,2.0,799.99,1599.98,South
101053,"August 20, 2025",Matthew Griffin,Office Supplies,File Organizer,15.0,24.99,374.84999999999997,SOUTH
101084,02/04/2026,Denise Murray, Office Supplies ,Notebook,5.0,4.99,24.950000000000003,West
100056,"aug 16, 2025",Amy Simmons,Office Supplies,Paper Shredder,2.0,89.99,179.98,South
101140,,Lisa Williams,Electronics,Laptop,8.0,1199.99,9599.92,East
100043,"jan 19, 2026",Lisa Miller,Furniture,Ergonomic Desk,13.0,299.99,3899.87,W
100100,2026-05-09,Kathryn Fisher,Furniture,Office Chair,7.0,189.99,,West
100274,2026-03-13,Randall Benitez,electronics,Wireless Headphones,2.0,149.99,299.98,East
101543,"February 27, 2026",Lauren Carter,Electronics,Smart Phone,15.0,699.99,10499.85,N
100101,"July 29, 2025",Angela Wilson,Furniture,Office Chair,6.0,189.99,1139.94,West
101593,"October 05, 2025",Christina Rowland,Electronics,Wireless Headphones,14.0,149.99,2099.86,north
100107,02/07/2025,Mario Leblanc,Furniture,Office Chair,13.0,189.99,2469.87,South
101105,"December 08, 2025",Robert Ortiz,Office Supplies,Gel Pens (Pack of 10),6.0,12.5,75.0,East
101405,20/03/2026,Marc Smith,Furniture,Dining Table,2.0,450.0,900.0,West
101116,"nov 06, 2025",Kelly Lynch,Office Supplies,File Organizer,4.0,24.99,99.96,North
100629,"jun 24, 2025",Linda Mitchell,Office Supplies,Gel Pens (Pack of 10),14.0,12.5,175.0,South
101492,17/05/2026,Jessica Fowler, Office Supplies ,Paper Shredder,4.0,89.99,359.96,east
100394,15/08/2025,,furniture,Office Chair,6.0,189.99,1139.94,SOUTH
